record,polled_utc,line,destination,arrival_utc,minutes_away
243,2025-05-07T17:28:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,20
244,2025-05-07T17:29:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:37:30+00:00,8
245,2025-05-07T17:29:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,19
246,2025-05-07T17:29:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,29
247,2025-05-07T17:30:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:37:30+00:00,7
248,2025-05-07T17:30:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,18
249,2025-05-07T17:30:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,28
250,2025-05-07T17:31:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:37:30+00:00,6
251,2025-05-07T17:31:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,17
252,2025-05-07T17:31:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,27
253,2025-05-07T17:32:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:37:30+00:00,5
254,2025-05-07T17:32:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,16
255,2025-05-07T17:32:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,26
256,2025-05-07T17:33:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:38:25+00:00,5
257,2025-05-07T17:33:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,15
258,2025-05-07T17:33:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,25
259,2025-05-07T17:34:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:39:41+00:00,5
260,2025-05-07T17:34:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,14
261,2025-05-07T17:34:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,24
262,2025-05-07T17:35:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:38:54+00:00,3
263,2025-05-07T17:35:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,13
264,2025-05-07T17:35:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,23
265,2025-05-07T17:36:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:39:31+00:00,3
266,2025-05-07T17:36:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,12
267,2025-05-07T17:36:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,22
268,2025-05-07T17:37:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:39:09+00:00,1
269,2025-05-07T17:37:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,11
270,2025-05-07T17:37:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,21
271,2025-05-07T17:38:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:39:22+00:00,0
272,2025-05-07T17:38:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,9
273,2025-05-07T17:38:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,19
274,2025-05-07T17:39:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:39:50+00:00,0
275,2025-05-07T17:39:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,8
276,2025-05-07T17:39:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,18
277,2025-05-07T17:40:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,7
278,2025-05-07T17:40:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,17
279,2025-05-07T17:40:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,27
280,2025-05-07T17:41:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,6
281,2025-05-07T17:41:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,16
282,2025-05-07T17:41:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,26
283,2025-05-07T17:42:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:30+00:00,5
284,2025-05-07T17:42:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,15
285,2025-05-07T17:42:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,25
286,2025-05-07T17:43:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:41+00:00,4
287,2025-05-07T17:43:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,14
288,2025-05-07T17:43:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,24
289,2025-05-07T17:44:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:48:40+00:00,3
290,2025-05-07T17:44:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,13
291,2025-05-07T17:44:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,23
292,2025-05-07T17:45:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:49:23+00:00,3
293,2025-05-07T17:45:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,12
294,2025-05-07T17:45:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,22
295,2025-05-07T17:46:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:49:56+00:00,3
296,2025-05-07T17:46:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,11
297,2025-05-07T17:46:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,21
298,2025-05-07T17:47:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:50:13+00:00,2
299,2025-05-07T17:47:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,10
300,2025-05-07T17:47:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,20
301,2025-05-07T17:48:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:50:13+00:00,1
302,2025-05-07T17:48:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,9
303,2025-05-07T17:48:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,19
304,2025-05-07T17:49:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:50:28+00:00,0
305,2025-05-07T17:49:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,8
306,2025-05-07T17:49:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,18
307,2025-05-07T17:50:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,7
308,2025-05-07T17:50:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,17
309,2025-05-07T17:50:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,27
310,2025-05-07T17:51:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:30+00:00,6
311,2025-05-07T17:51:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,16
312,2025-05-07T17:51:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,26
313,2025-05-07T17:53:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:58:42+00:00,5
314,2025-05-07T17:53:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,15
315,2025-05-07T17:53:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,25
316,2025-05-07T17:54:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:59:43+00:00,5
317,2025-05-07T17:54:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,14
318,2025-05-07T17:54:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,24
319,2025-05-07T17:55:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:00:42+00:00,5
320,2025-05-07T17:55:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,13
321,2025-05-07T17:55:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,23
322,2025-05-07T17:56:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:59:24+00:00,3
323,2025-05-07T17:56:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,12
324,2025-05-07T17:56:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,22
325,2025-05-07T17:57:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:59:26+00:00,2
326,2025-05-07T17:57:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,11
327,2025-05-07T17:57:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,21
328,2025-05-07T17:58:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:59:33+00:00,1
329,2025-05-07T17:58:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,10
330,2025-05-07T17:58:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,20
331,2025-05-07T17:59:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T17:59:40+00:00,0
332,2025-05-07T17:59:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,9
333,2025-05-07T17:59:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,19
334,2025-05-07T18:00:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,8
335,2025-05-07T18:00:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,18
336,2025-05-07T18:00:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,28
337,2025-05-07T18:01:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,7
338,2025-05-07T18:01:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,17
339,2025-05-07T18:01:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,27
340,2025-05-07T18:02:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:30+00:00,6
341,2025-05-07T18:02:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,16
342,2025-05-07T18:02:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,26
343,2025-05-07T18:03:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:45+00:00,5
344,2025-05-07T18:03:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,15
345,2025-05-07T18:03:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,25
346,2025-05-07T18:04:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:09:44+00:00,5
347,2025-05-07T18:04:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,14
348,2025-05-07T18:04:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,24
349,2025-05-07T18:05:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:48+00:00,3
350,2025-05-07T18:05:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,13
351,2025-05-07T18:05:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,23
352,2025-05-07T18:06:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:28+00:00,1
353,2025-05-07T18:06:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,12
354,2025-05-07T18:06:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,22
355,2025-05-07T18:07:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:09:12+00:00,1
356,2025-05-07T18:07:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,10
357,2025-05-07T18:07:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,20
358,2025-05-07T18:08:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:08:54+00:00,0
359,2025-05-07T18:08:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,9
360,2025-05-07T18:08:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,19
361,2025-05-07T18:09:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,8
362,2025-05-07T18:09:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,18
363,2025-05-07T18:09:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,28
364,2025-05-07T18:10:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,7
365,2025-05-07T18:10:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,17
366,2025-05-07T18:10:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,27
367,2025-05-07T18:11:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,6
368,2025-05-07T18:11:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,16
369,2025-05-07T18:11:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,26
370,2025-05-07T18:12:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:30+00:00,5
371,2025-05-07T18:12:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,15
372,2025-05-07T18:12:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,25
373,2025-05-07T18:13:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:19:15+00:00,5
374,2025-05-07T18:13:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,14
375,2025-05-07T18:13:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,24
376,2025-05-07T18:14:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:20:15+00:00,5
377,2025-05-07T18:14:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,13
378,2025-05-07T18:14:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,23
379,2025-05-07T18:15:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:53+00:00,3
380,2025-05-07T18:15:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,12
381,2025-05-07T18:15:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,22
382,2025-05-07T18:16:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:24+00:00,1
383,2025-05-07T18:16:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,11
384,2025-05-07T18:16:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,21
385,2025-05-07T18:17:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:18:15+00:00,0
386,2025-05-07T18:17:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,10
387,2025-05-07T18:17:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,20
388,2025-05-07T18:18:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,9
389,2025-05-07T18:18:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,19
390,2025-05-07T18:18:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,29
391,2025-05-07T18:19:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,8
392,2025-05-07T18:19:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,18
393,2025-05-07T18:19:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,28
394,2025-05-07T18:20:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,7
395,2025-05-07T18:20:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,17
396,2025-05-07T18:20:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,27
397,2025-05-07T18:22:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,6
398,2025-05-07T18:22:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,16
399,2025-05-07T18:22:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,26
400,2025-05-07T18:23:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:30+00:00,5
401,2025-05-07T18:23:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,15
402,2025-05-07T18:23:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,25
403,2025-05-07T18:24:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:29:18+00:00,5
404,2025-05-07T18:24:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,14
405,2025-05-07T18:24:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,24
406,2025-05-07T18:25:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:29:03+00:00,3
407,2025-05-07T18:25:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,13
408,2025-05-07T18:25:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,23
409,2025-05-07T18:26:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:57+00:00,2
410,2025-05-07T18:26:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,12
411,2025-05-07T18:26:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,22
412,2025-05-07T18:27:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:28:57+00:00,1
413,2025-05-07T18:27:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,11
414,2025-05-07T18:27:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,21
415,2025-05-07T18:28:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:29:18+00:00,1
416,2025-05-07T18:28:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,10
417,2025-05-07T18:28:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,20
418,2025-05-07T18:29:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:29:18+00:00,0
419,2025-05-07T18:29:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,9
420,2025-05-07T18:29:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,19
421,2025-05-07T18:30:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,8
422,2025-05-07T18:30:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,18
423,2025-05-07T18:30:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,28
424,2025-05-07T18:31:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,7
425,2025-05-07T18:31:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,17
426,2025-05-07T18:31:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,27
427,2025-05-07T18:32:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,6
428,2025-05-07T18:32:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,16
429,2025-05-07T18:32:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,26
430,2025-05-07T18:33:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:30+00:00,5
431,2025-05-07T18:33:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,15
432,2025-05-07T18:33:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,25
433,2025-05-07T18:34:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:45+00:00,4
434,2025-05-07T18:34:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,14
435,2025-05-07T18:34:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,24
436,2025-05-07T18:35:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:07+00:00,2
437,2025-05-07T18:35:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,12
438,2025-05-07T18:35:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,22
439,2025-05-07T18:36:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:26+00:00,1
440,2025-05-07T18:36:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,11
441,2025-05-07T18:36:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,21
442,2025-05-07T18:37:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:38:56+00:00,1
443,2025-05-07T18:37:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,10
444,2025-05-07T18:37:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,20
445,2025-05-07T18:38:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:40:20+00:00,1
446,2025-05-07T18:38:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,9
447,2025-05-07T18:38:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,19
448,2025-05-07T18:39:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:40:36+00:00,0
449,2025-05-07T18:39:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,8
450,2025-05-07T18:39:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,18
451,2025-05-07T18:40:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:41:09+00:00,0
452,2025-05-07T18:40:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,7
453,2025-05-07T18:40:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,17
454,2025-05-07T18:41:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,6
455,2025-05-07T18:41:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,16
456,2025-05-07T18:41:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,26
457,2025-05-07T18:42:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:30+00:00,5
458,2025-05-07T18:42:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,15
459,2025-05-07T18:42:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,25
460,2025-05-07T18:43:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:49:20+00:00,5
461,2025-05-07T18:43:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,14
462,2025-05-07T18:43:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,24
463,2025-05-07T18:44:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:49:06+00:00,4
464,2025-05-07T18:44:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,13
465,2025-05-07T18:44:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,23
466,2025-05-07T18:45:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:47+00:00,2
467,2025-05-07T18:45:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,12
468,2025-05-07T18:45:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,22
469,2025-05-07T18:46:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:48:54+00:00,2
470,2025-05-07T18:46:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,11
471,2025-05-07T18:46:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,21
472,2025-05-07T18:47:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:49:01+00:00,1
473,2025-05-07T18:47:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,10
474,2025-05-07T18:47:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,20
475,2025-05-07T18:48:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:49:47+00:00,0
476,2025-05-07T18:48:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,9
477,2025-05-07T18:48:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,19
478,2025-05-07T18:49:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:50:10+00:00,0
479,2025-05-07T18:49:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,8
480,2025-05-07T18:49:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,18
481,2025-05-07T18:51:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,7
482,2025-05-07T18:51:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,17
483,2025-05-07T18:51:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:18:30+00:00,27
484,2025-05-07T18:52:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,6
485,2025-05-07T18:52:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:08:30+00:00,16
486,2025-05-07T18:52:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:18:30+00:00,26
487,2025-05-07T18:53:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T18:58:30+00:00,5
